,organization_name,type,governance_address,url,description,cleanAddress
158,MetaCartel Ventures,governance,0x4570b4faf71e23942b8b9f934b47ccedf7540162,https://etherscan.io/address/0x4570b4faf71e23942b8b9f934b47ccedf7540162,Moloch / Daohaus Governance,0x4570b4faf71e23942b8b9f934b47ccedf7540162
159,MetaCartel Ventures,governance,mcv.eth,https://snapshot.org/#/mcv.eth,Snapshot Governance,0x6C65fB326e7734Ba5508b5d043718288b43b9ed9
160,MetaCartel Ventures China,governance,0x934d6b90e3f916a3ad5d080a674a1e953447dda3,https://etherscan.io/address/0x934d6b90e3f916a3ad5d080a674a1e953447dda3,Moloch / Daohaus Governance,0x934d6b90e3f916a3ad5d080a674a1e953447dda3
161,MetaClan,governance,0xb5cef5887a0b46d895cb1893b3cddc9a31607261,https://etherscan.io/address/0xb5cef5887a0b46d895cb1893b3cddc9a31607261,Moloch / Daohaus Governance,0xb5cef5887a0b46d895cb1893b3cddc9a31607261
162,Metafam,governance,metafam.aragonid.eth,https://client.aragon.org/#/metafam.aragonid.eth,Aragon Governance,0xABAcDbb2931797E2ECd92e39A61d10Fb2Cd97123
163,Meta Gamma Delta,governance,0x7d58c962356ae66ba91b108751d67ae5d3b022fc,https://etherscan.io/address/0x7d58c962356ae66ba91b108751d67ae5d3b022fc,Moloch / Daohaus Governance,0x7d58c962356ae66ba91b108751d67ae5d3b022fc
164,Meta Gamma Delta,governance,0x1b3d7efb93ec432b0d1d56880c23303979b379e9,https://etherscan.io/address/0x1b3d7efb93ec432b0d1d56880c23303979b379e9,Moloch / Daohaus Governance,0x1b3d7efb93ec432b0d1d56880c23303979b379e9
165,Meter Governance MTRG,governance,meter-mainnet.eth,https://snapshot.org/#/meter-mainnet.eth,Snapshot Governance,0x0aB5ddA6f096E127AF74d4b64A101ac6C43FA128
166,Moloch,governance,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,https://etherscan.io/address/0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,Moloch / Daohaus Governance,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1
167,mStable,governance,mstabledao.eth_old,https://snapshot.org/#/mstabledao.eth_old,Snapshot Governance,
168,mStable,governance,mstablegovernance.eth,https://snapshot.org/#/mstablegovernance.eth,Snapshot Governance,0x4B37BbC8CAb32aade27Ce8b1bb2A9E614de81E03
169,mStable,governance,mstableprotocoldao.eth,https://snapshot.org/#/mstableprotocoldao.eth,Snapshot Governance,0xF6FF1F7FCEB2cE6d26687EaaB5988b445d0b94a2
170,mStable,governance,mstabledao.eth,https://snapshot.org/#/mstabledao.eth,Snapshot Governance,0xb8541E73Aa47a847fA39E803D19a3f9b1bbc5a6C
171,mStable,governance,mstable.aragonid.eth,https://client.aragon.org/#/mstable.aragonid.eth,Aragon Governance,0xD94AecfF012668167c05c8690A42CAC303C9Cb4b
172,murziki,governance,murziki.aragonid.eth,https://client.aragon.org/#/murziki.aragonid.eth,Aragon Governance,0x85c999Dd7187d6F00A4F46373Ea2B96C85C45595
173,MyDaoDashboard,governance,mydaodashboard.aragonid.eth,https://client.aragon.org/#/mydaodashboard.aragonid.eth,Aragon Governance,0xb788256177F8398babdDb1118bc4aa0557Ed8c65
174,necDAO,governance,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,https://etherscan.io/address/0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7,Daostack Governance,0xe56b4d8d42b1c9ea7dda8a6950e3699755943de7
175,Neptune DAO,governance,0xa3cf824160e5ec3dccccb44c2552eee45a44aaeb,https://etherscan.io/address/0xa3cf824160e5ec3dccccb44c2552eee45a44aaeb,Openlaw Governance,0xa3cf824160e5ec3dccccb44c2552eee45a44aaeb
176,NFTX,governance,nftx.aragonid.eth,https://client.aragon.org/#/nftx.aragonid.eth,Aragon Governance,0xbAf2Eb7b0649B8c28970e7D9e8f5DEe9B6f6d9Fe
177,NFTX,governance,nftx.eth,https://snapshot.org/#/nftx.eth,Snapshot Governance,0x40D73Df4F99bae688CE3C23a01022224FE16C7b2
178,Nouns DAO,governance,nouns.eth,https://snapshot.org/#/nouns.eth,Snapshot Governance,0x3c8221321441b08C580506e21899E3fa88943672
179,Nouns DAO,governance,0x6f3e6272a167e8accb32072d08e0957f9c79223d,https://etherscan.io/address/0x6f3e6272a167e8accb32072d08e0957f9c79223d,Compound Governance,0x6f3e6272a167e8accb32072d08e0957f9c79223d
180,OceanDAO,governance,officialoceandao.eth,https://snapshot.org/#/officialoceandao.eth,Snapshot Governance,0xb098A3EDD6224E774b5B19C2F69728FDC69bc7bC
181,Odyssy,governance,0xdcaaf0efd2e70e8103566e705c86b038ed8ff88e,https://etherscan.io/address/0xdcaaf0efd2e70e8103566e705c86b038ed8ff88e,Moloch / Daohaus Governance,0xdcaaf0efd2e70e8103566e705c86b038ed8ff88e
182,OlympusDAO,governance,olympusdao.eth,https://snapshot.org/#/olympusdao.eth,Snapshot Governance,0x245cc372C84B3645Bf0Ffe6538620B04a217988B
183,Orochi DAO V2,governance,0xb42616e266cb0c6d34c1434f09b95ed50bb551ed,https://etherscan.io/address/0xb42616e266cb0c6d34c1434f09b95ed50bb551ed,Moloch / Daohaus Governance,0xb42616e266cb0c6d34c1434f09b95ed50bb551ed
184,Own.fund DAO,governance,ownfund.eth,https://snapshot.org/#/ownfund.eth,Snapshot Governance,0xBd4Eb0295468c80725017f74113F5AebBD6e8D12
185,PancakeSwap,governance,pancake,https://snapshot.org/#/pancake,Snapshot Governance,
186,PancakeSwap,governance,cake.eth,https://snapshot.org/#/cake.eth,Snapshot Governance,
187,Pangolin,governance,pangolindex.eth,https://snapshot.org/#/pangolindex.eth,Snapshot Governance,0xF754F5d8Cc913AD9865a8ed4d6bFc8046458A80b
188,PartyDAO,governance,partydao.eth,https://snapshot.org/#/partydao.eth,Snapshot Governance,0xF7f52Dd34bc21eDA08c0b804C7c1dbc48375820f
189,Perpetual Protocol,governance,vote-perp.eth,https://snapshot.org/#/vote-perp.eth,Snapshot Governance,0xf3Ad7a80c7deBE37Db5ceE1E3Ed45f31a5629e5e
190,PieDAO,governance,0x0c188b183ff758500d1d18b432313d10e9f6b8a4,https://client.aragon.org/#/0x0c188b183ff758500d1d18b432313d10e9f6b8a4,Aragon Governance,0x0c188b183ff758500d1d18b432313d10e9f6b8a4
191,PieDAO,governance,piedao,https://snapshot.org/#/piedao,Snapshot Governance,
192,PieDAO,governance,,https://snapshot.org/#/,Snapshot Governance,
193,PleasrDAO,governance,pleasrdao.eth,https://snapshot.org/#/pleasrdao.eth,Snapshot Governance,0xF5c27c6fE782cbB5c85989ea3e75754748153459
194,pNetwork,governance,pnetwork-dao.eth,https://snapshot.org/#/pnetwork-dao.eth,Snapshot Governance,0xEC1b464f29845ab180887a00B6b0C8c19Cb13d97
195,pNetwork,governance,0x2732fd9fd5f0e84b1b774cf5e6f5c812eafd455b,https://client.aragon.org/#/0x2732fd9fd5f0e84b1b774cf5e6f5c812eafd455b,Aragon Governance,0x2732fd9fd5f0e84b1b774cf5e6f5c812eafd455b
196,PoolTogether,governance,0xb3a87172f555ae2a2ab79be60b336d2f7d0187f0,https://etherscan.io/address/0xb3a87172f555ae2a2ab79be60b336d2f7d0187f0,Compound Governance,0xb3a87172f555ae2a2ab79be60b336d2f7d0187f0
197,PoolTogether,governance,pooltogether.eth,https://snapshot.org/#/pooltogether.eth,Snapshot Governance,0x029Aa20Dcc15c022b1b61D420aaCf7f179A9C73f
198,Pragma,governance,pragmadev2.eth,https://snapshot.org/#/pragmadev2.eth,Snapshot Governance,0x9e7DC18DDB418DBA2858e6e2983D289F386f0986
199,PrimeDAO,governance,0x273d0f686a53a49a0fba2a801566b19f9aaf8fcd,https://etherscan.io/address/0x273d0f686a53a49a0fba2a801566b19f9aaf8fcd,Daostack Governance,0x273d0f686a53a49a0fba2a801566b19f9aaf8fcd
200,PrimeDAO,governance,0xe3a89ed4956c4f7173418e4dec2a77a5f60807de,https://etherscan.io/address/0xe3a89ed4956c4f7173418e4dec2a77a5f60807de,Daostack Governance,0xe3a89ed4956c4f7173418e4dec2a77a5f60807de
201,PrimeDAO,governance,primexyz.eth,https://snapshot.org/#/primexyz.eth,Snapshot Governance,0x7d781C2463c300ed86E7a51f456779de6bFEAFc9
202,Proof Of Humanity,governance,poh.eth,https://snapshot.org/#/poh.eth,Snapshot Governance,0xb2a33ae0E07fD2ca8DBdE9545F6ce0b3234dc4e8
203,Radicle,governance,gov.radicle.eth,https://snapshot.org/#/gov.radicle.eth,Snapshot Governance,
204,Radicle,governance,0x690e775361ad66d1c4a25d89da9fcd639f5198ed,https://etherscan.io/address/0x690e775361ad66d1c4a25d89da9fcd639f5198ed,Compound Governance,0x690e775361ad66d1c4a25d89da9fcd639f5198ed
205,Raid Guild,governance,0xbd6fa666fbb6fdeb4fc5eb36cdd5c87b069b24c1,https://etherscan.io/address/0xbd6fa666fbb6fdeb4fc5eb36cdd5c87b069b24c1,Moloch / Daohaus Governance,0xbd6fa666fbb6fdeb4fc5eb36cdd5c87b069b24c1
206,Raid Guild,governance,raid-guild,https://snapshot.org/#/raid-guild,Snapshot Governance,
207,Raid Guild War Chest,governance,0xbeb3e32355a933501c247e2dbde6e6ca2489bf3d,https://etherscan.io/address/0xbeb3e32355a933501c247e2dbde6e6ca2489bf3d,Moloch / Daohaus Governance,0xbeb3e32355a933501c247e2dbde6e6ca2489bf3d
208,Rarible,governance,rarible.eth,https://snapshot.org/#/rarible.eth,Snapshot Governance,
209,Ribbon finance,governance,rbn.eth,https://snapshot.org/#/rbn.eth,Snapshot Governance,0xa75c86521514Ff4873E5524a2579B249403c9a21
210,Rocket LP DAO,governance,0xa9ade79ab198a579772dd5e310ea28643e4a4421,https://etherscan.io/address/0xa9ade79ab198a579772dd5e310ea28643e4a4421,Moloch / Daohaus Governance,0xa9ade79ab198a579772dd5e310ea28643e4a4421
211,Seedify.fund,governance,seedifyfund.eth,https://snapshot.org/#/seedifyfund.eth,Snapshot Governance,0x88Dba2cF8911A80cc50A1B392b5fF6b47B930330
212,ShapeShift,governance,shapeshiftdao.eth,https://snapshot.org/#/shapeshiftdao.eth,Snapshot Governance,0x3AEf01dB231c3C9fF844f7E611c63b8c36bc6A02
213,Shark DAO,governance,sharkdao.eth,https://snapshot.org/#/sharkdao.eth,Snapshot Governance,0xAe7f458667f1B30746354aBC3157907d9F6FD15E
214,ShieldDao,governance,shielddao.aragonid.eth,https://client.aragon.org/#/shielddao.aragonid.eth,Aragon Governance,0xfF815aD9735C38E2486f6b3b030546690396032d
215,ShillShop,governance,0x50d9fbebdd7fd36c0716fc1faaa9248bab6bbcc0,https://etherscan.io/address/0x50d9fbebdd7fd36c0716fc1faaa9248bab6bbcc0,Moloch / Daohaus Governance,0x50d9fbebdd7fd36c0716fc1faaa9248bab6bbcc0
216,snglsDAO,governance,0x515aef991f262d0d098dacfb57fccfe9852ff9c1,https://etherscan.io/address/0x515aef991f262d0d098dacfb57fccfe9852ff9c1,Daostack Governance,0x515aef991f262d0d098dacfb57fccfe9852ff9c1
217,SquiggleDAO,governance,squiggledao.eth,https://snapshot.org/#/squiggledao.eth,Snapshot Governance,0x56fcb471A9DdE74045830439AD6612C9aad53C19
218,Srt,governance,srt.aragonid.eth,https://client.aragon.org/#/srt.aragonid.eth,Aragon Governance,0x15B2d21d84787D69D5e1B68f48eA446d815BD3BB
219,Stacker Ventures,governance,stackerventures.aragonid.eth,https://client.aragon.org/#/stackerventures.aragonid.eth,Aragon Governance,0xB35b37F36cD378f012EFd83B933F04f7C8F5148b
220,Stacker Ventures,governance,stackervc.eth,https://snapshot.org/#/stackervc.eth,Snapshot Governance,0xa5f1d46d24a95E44F794360955F0807DF6329C25
221,Stacker Ventures DDC,governance,stackerventures.eth,https://snapshot.org/#/stackerventures.eth,Snapshot Governance,0x31483A93c879c9DCF85899f61b521E1e5b520b69
222,STAKEhaus,governance,0x97ace434171c7eb426548afc4af188a3c973a38d,https://etherscan.io/address/0x97ace434171c7eb426548afc4af188a3c973a38d,Moloch / Daohaus Governance,0x97ace434171c7eb426548afc4af188a3c973a38d
223,StakeWise,governance,stakewise.eth,https://snapshot.org/#/stakewise.eth,Snapshot Governance,
224,Status,governance,status.aragonid.eth,https://client.aragon.org/#/status.aragonid.eth,Aragon Governance,0x73D57576E9910e5Ad07055DafcdaB28D1109B28c
225,Sushiswap,governance,sushigov.eth,https://snapshot.org/#/sushigov.eth,Snapshot Governance,0x19B3Eb3Af5D93b77a5619b047De0EED7115A19e7
226,Synthetix,governance,snxgrants.eth,https://snapshot.org/#/snxgrants.eth,Snapshot Governance,0xbeBF7295A9Ddc37e33609790b12FBe3dAF93cC73
227,Synthetix,governance,snxambassador.eth,https://snapshot.org/#/snxambassador.eth,Snapshot Governance,0x46abFE1C972fCa43766d6aD70E1c1Df72F4Bb4d1
228,Synthetix,governance,treasurycouncil.eth,https://snapshot.org/#/treasurycouncil.eth,Snapshot Governance,0xbeBF7295A9Ddc37e33609790b12FBe3dAF93cC73
229,Synthetix,governance,spartancouncil.eth,https://snapshot.org/#/spartancouncil.eth,Snapshot Governance,0xbeBF7295A9Ddc37e33609790b12FBe3dAF93cC73
230,TeaSwap,governance,tea-swap.eth,https://snapshot.org/#/tea-swap.eth,Snapshot Governance,0x59b15b826c458BcdaC8C8Da90fEA9fBd03FbbB99
231,The LAO,governance,0x8f56682a50becb1df2fb8136954f2062871bc7fc,https://etherscan.io/address/0x8f56682a50becb1df2fb8136954f2062871bc7fc,Openlaw Governance,0x8f56682a50becb1df2fb8136954f2062871bc7fc
232,The LAO,governance,thelao,https://snapshot.org/#/thelao,Snapshot Governance,
233,Tornado Cash,governance,torn-community.eth,https://snapshot.org/#/torn-community.eth,Snapshot Governance,0xd26BaA5F41CC7839CEdb020b6d98E1C6e1642D75
234,Tracer,governance,tracer.eth,https://snapshot.org/#/tracer.eth,Snapshot Governance,0xe442e945730627DA12721DFfD15cd5b73ad3c514
235,Trojan DAO,governance,0xcc7dcdb700eed457c8180406d7d699877f4eee24,https://etherscan.io/address/0xcc7dcdb700eed457c8180406d7d699877f4eee24,Moloch / Daohaus Governance,0xcc7dcdb700eed457c8180406d7d699877f4eee24
236,TYAN Intergalactic,governance,0xecfbf206d32c7ca0272028711799a781bfb6710d,https://etherscan.io/address/0xecfbf206d32c7ca0272028711799a781bfb6710d,Moloch / Daohaus Governance,0xecfbf206d32c7ca0272028711799a781bfb6710d
237,UberHAUS,governance,0x4bec8e49aa44bb520bd5e29d6358e22464b5eb68,https://etherscan.io/address/0x4bec8e49aa44bb520bd5e29d6358e22464b5eb68,Moloch / Daohaus Governance,0x4bec8e49aa44bb520bd5e29d6358e22464b5eb68
238,Unicly,governance,uniclynft.eth,https://snapshot.org/#/uniclynft.eth,Snapshot Governance,0x92b22149fec19094650f3f99dC141c8f77b03c15
239,Uniswap,governance,0xc4e172459f1e7939d522503b81afaac1014ce6f6,https://etherscan.io/address/0xc4e172459f1e7939d522503b81afaac1014ce6f6,Compound Governance,0xc4e172459f1e7939d522503b81afaac1014ce6f6
240,Uniswap,governance,uniswap,https://snapshot.org/#/uniswap,Snapshot Governance,
241,Uniswap,governance,0x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,https://etherscan.io/address/0x5e4be8bc9637f0eaa1a755019e06a68ce081d58f,Compound Governance,0x5e4be8bc9637f0eaa1a755019e06a68ce081d58f
242,Uniswap,governance,0x408ed6354d4973f66138c91495f2f2fcbd8724c3,https://etherscan.io/address/0x408ed6354d4973f66138c91495f2f2fcbd8724c3,Compound Governance,0x408ed6354d4973f66138c91495f2f2fcbd8724c3
243,Uniswap,governance,uni.meme0xb1.eth,https://snapshot.org/#/uni.meme0xb1.eth,Snapshot Governance,
244,Unslashed,governance,0xa0ae994229b1bc31850d8a17a273904d1ed12190,https://etherscan.io/address/0xa0ae994229b1bc31850d8a17a273904d1ed12190,Compound Governance,0xa0ae994229b1bc31850d8a17a273904d1ed12190
245,Urza,governance,0x7ae4bc22d038479c8ad21616450cd5e35d3f03cc,https://etherscan.io/address/0x7ae4bc22d038479c8ad21616450cd5e35d3f03cc,Moloch / Daohaus Governance,0x7ae4bc22d038479c8ad21616450cd5e35d3f03cc
246,Valtech,governance,0x4eef8cff7fd9bfab6cbcdf05b74d2161cadaff52,https://client.aragon.org/#/0x4eef8cff7fd9bfab6cbcdf05b74d2161cadaff52,Aragon Governance,0x4eef8cff7fd9bfab6cbcdf05b74d2161cadaff52
247,Varen,governance,varen.eth,https://snapshot.org/#/varen.eth,Snapshot Governance,0xFd1179074e3A32aceC10E26c2d7094946C82df58
248,VitaDAO,governance,351bacc0-070d-4577-8ab7-1e1fe7e1b201,,Assetsonly Governance,
249,VitaDAO,governance,vote.vitadao.eth,https://snapshot.org/#/vote.vitadao.eth,Snapshot Governance,0x61177b11C15261dfcEE7978C2D1c434c4Aa9CA72
250,Warcamp,governance,0x55eafe832507e652c48b25a957bd3a15420aa805,https://etherscan.io/address/0x55eafe832507e652c48b25a957bd3a15420aa805,Moloch / Daohaus Governance,0x55eafe832507e652c48b25a957bd3a15420aa805
251,Warcamp,governance,0xc8e0d7fd13eb3cbc19eb293d0e00b8386cc1b6f2,https://etherscan.io/address/0xc8e0d7fd13eb3cbc19eb293d0e00b8386cc1b6f2,Moloch / Daohaus Governance,0xc8e0d7fd13eb3cbc19eb293d0e00b8386cc1b6f2
252,Warcamp,governance,0x8d2ec7025957d09cfb0a8197f9aacd0dcc08b21a,https://etherscan.io/address/0x8d2ec7025957d09cfb0a8197f9aacd0dcc08b21a,Moloch / Daohaus Governance,0x8d2ec7025957d09cfb0a8197f9aacd0dcc08b21a
253,Warcamp,governance,0xef3d8c4fbb1860fceab16595db7e650cd5ad51c1,https://etherscan.io/address/0xef3d8c4fbb1860fceab16595db7e650cd5ad51c1,Moloch / Daohaus Governance,0xef3d8c4fbb1860fceab16595db7e650cd5ad51c1
254,Warcamp,governance,0xd1924dc661a3e0563defe8e8028485211799e2b0,https://etherscan.io/address/0xd1924dc661a3e0563defe8e8028485211799e2b0,Moloch / Daohaus Governance,0xd1924dc661a3e0563defe8e8028485211799e2b0
255,XDAO,governance,0x9d63d20d1cfbb85cd46602bd096d81211bf44a5a,https://etherscan.io/address/0x9d63d20d1cfbb85cd46602bd096d81211bf44a5a,Moloch / Daohaus Governance,0x9d63d20d1cfbb85cd46602bd096d81211bf44a5a
256,Yam Finance,governance,0x78bdd33e95ecbcac16745fb28db0ffb703344026,https://etherscan.io/address/0x78bdd33e95ecbcac16745fb28db0ffb703344026,Compound Governance,0x78bdd33e95ecbcac16745fb28db0ffb703344026
257,Yam Finance,governance,yam.eth,https://snapshot.org/#/yam.eth,Snapshot Governance,0x5202e98b20672E562D6f0F379FDcD048f20e7DA0
258,yearn.finance,governance,0xcb46298767fb5d44c18313976c30d3eeb5071862,https://etherscan.io/address/0xcb46298767fb5d44c18313976c30d3eeb5071862,Moloch / Daohaus Governance,0xcb46298767fb5d44c18313976c30d3eeb5071862
259,yearn.finance,governance,yearn,https://snapshot.org/#/yearn,Snapshot Governance,
260,yearn.finance,governance,ybaby.eth,https://snapshot.org/#/ybaby.eth,Snapshot Governance,0x7A1057E6e9093DA9C1D4C1D049609B6889fC4c67
